benchmark,input,seed,config,evidence_level,simulator,cycles,instructions,ipc,cache_misses,memory_stalls,speedup_vs_no_prefetch,speedup_vs_best_baseline,status,log_path,notes
linked_list,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,45513,5376,0.11812010,340,38080,0.475117,0.473096,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=16986874778739416114. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
linked_list,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,21532,5376,0.24967490,114,13552,1.004273,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=16986874778739416114. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
linked_list,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,21745,5376,0.24722925,1,13664,0.994436,0.990205,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=16986874778739416114. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
linked_list,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,21624,5376,0.24861265,122,13664,1.000000,0.995745,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=16986874778739416114. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
tree_traversal,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,21504,4992,0.23214286,128,14336,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,49536,4992,0.10077519,384,43008,0.434109,0.434109,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,21504,4992,0.23214286,128,14336,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,21631,4992,0.23077990,1,14336,0.994129,0.994129,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,21504,4992,0.23214286,128,14336,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,21504,4992,0.23214286,128,14336,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,49536,4992,0.10077519,384,43008,0.434109,0.434109,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,21504,4992,0.23214286,128,14336,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,21631,4992,0.23077990,1,14336,0.994129,0.994129,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,21504,4992,0.23214286,128,14336,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,21504,4992,0.23214286,128,14336,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,49536,4992,0.10077519,384,43008,0.434109,0.434109,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,21504,4992,0.23214286,128,14336,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,21631,4992,0.23077990,1,14336,0.994129,0.994129,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
tree_traversal,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,21504,4992,0.23214286,128,14336,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15086284695804067481. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,13824,2304,0.16666667,96,10752,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,14575,2304,0.15807890,102,11424,0.948473,0.948473,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,13888,2304,0.16589862,48,10752,0.995392,0.995392,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,13904,2304,0.16570771,16,10752,0.994246,0.994246,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,13824,2304,0.16666667,96,10752,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,12528,2304,0.18390805,84,9408,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,13045,2304,0.17661939,88,9856,0.960368,0.960368,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,12584,2304,0.18308964,42,9408,0.995550,0.995550,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,12598,2304,0.18288617,14,9408,0.994444,0.994444,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,12528,2304,0.18390805,84,9408,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,13824,2304,0.16666667,96,10752,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,15228,2304,0.15130024,108,12096,0.907801,0.907801,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,13888,2304,0.16589862,48,10752,0.995392,0.995392,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,13904,2304,0.16570771,16,10752,0.994246,0.994246,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
hash_table_chaining,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,13824,2304,0.16666667,96,10752,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=980128408300144093. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,22176,5376,0.24242424,120,13440,1.000000,0.877525,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,26146,5376,0.20561463,155,17360,0.848160,0.744282,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,22176,5376,0.24242424,120,13440,1.000000,0.877525,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,19460,5376,0.27625899,35,10528,1.139568,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,22176,5376,0.24242424,120,13440,1.000000,0.877525,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
graph_adjacency_walk,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,21960,5376,0.24480874,118,13216,1.000000,0.886066,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,25604,5376,0.20996719,150,16800,0.857678,0.759959,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,21960,5376,0.24480874,118,13216,1.000000,0.886066,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,19458,5376,0.27628739,35,10528,1.128585,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,21960,5376,0.24480874,118,13216,1.000000,0.886066,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
graph_adjacency_walk,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,22716,5376,0.23666138,125,14000,1.000000,0.871236,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,27777,5376,0.19354142,170,19040,0.817799,0.712496,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,22716,5376,0.23666138,125,14000,1.000000,0.871236,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,19791,5376,0.27163862,27,10864,1.147794,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
graph_adjacency_walk,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,22716,5376,0.23666138,125,14000,1.000000,0.871236,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=11136773161684914095. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
array_scan,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,30464,2560,0.08403361,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,30720,2560,0.08333333,1,28672,0.991667,0.991667,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,30718,2560,0.08333876,3,28672,0.991731,0.991731,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,30464,2560,0.08403361,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,30464,2560,0.08403361,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,30464,2560,0.08403361,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,30720,2560,0.08333333,1,28672,0.991667,0.991667,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,30718,2560,0.08333876,3,28672,0.991731,0.991731,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,30464,2560,0.08403361,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,30464,2560,0.08403361,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,30464,2560,0.08403361,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,30720,2560,0.08333333,1,28672,0.991667,0.991667,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,30718,2560,0.08333876,3,28672,0.991731,0.991731,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,30464,2560,0.08403361,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
array_scan,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,30464,2560,0.08403361,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,30208,2560,0.08474576,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,30464,2560,0.08403361,1,28672,0.991597,0.991597,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,30462,2560,0.08403913,3,28672,0.991662,0.991662,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,30208,2560,0.08474576,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,30208,2560,0.08474576,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,30208,2560,0.08474576,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,30464,2560,0.08403361,1,28672,0.991597,0.991597,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,30462,2560,0.08403913,3,28672,0.991662,0.991662,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,30208,2560,0.08474576,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,30208,2560,0.08474576,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,30208,2560,0.08474576,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,30464,2560,0.08403361,1,28672,0.991597,0.991597,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,30462,2560,0.08403913,3,28672,0.991662,0.991662,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,30208,2560,0.08474576,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
matrix_or_array_loop,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,30208,2560,0.08474576,256,28672,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=285056. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
random_non_pointer_access,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,28748,2816,0.09795464,233,26096,1.000000,0.951405,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
