benchmark,input,seed,config,evidence_level,simulator,demand_loads,prefetch_loads,total_memory_requests,traffic_overhead_pct,bandwidth_pressure_metric,log_path,notes
matrix_or_array_loop,small,1,stride,core_integrated,deterministic_core_integrated_model,36,34,70,94.444444,18.959913,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,36,0,36,0.000000,9.273570,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,small,1,copper,core_integrated,deterministic_core_integrated_model,36,0,36,0.000000,9.273570,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,32,0,32,0.000000,6.751055,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,small,1,next_line,core_integrated,deterministic_core_integrated_model,32,8,40,25.000000,9.799118,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,small,1,stride,core_integrated,deterministic_core_integrated_model,32,6,38,18.750000,8.907642,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,32,0,32,0.000000,6.751055,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,small,1,copper,core_integrated,deterministic_core_integrated_model,32,0,32,0.000000,6.751055,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,32,0,32,0.000000,9.478673,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,small,1,next_line,core_integrated,deterministic_core_integrated_model,32,29,61,90.625000,19.134253,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,small,1,stride,core_integrated,deterministic_core_integrated_model,32,0,32,0.000000,9.478673,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,32,0,32,0.000000,9.478673,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,small,1,copper,core_integrated,deterministic_core_integrated_model,32,0,32,0.000000,9.478673,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,38.624019,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,small,1,next_line,core_integrated,deterministic_core_integrated_model,64,8,72,12.500000,43.452022,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,small,1,stride,core_integrated,deterministic_core_integrated_model,64,2,66,3.125000,40.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,64,7,71,10.937500,43.213634,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,small,1,copper,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,38.624019,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,128,0,128,0.000000,11.961499,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,small,1,next_line,core_integrated,deterministic_core_integrated_model,128,64,192,50.000000,17.809109,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,small,1,stride,core_integrated,deterministic_core_integrated_model,128,6,134,4.687500,12.879662,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,128,63,191,49.218750,41.730391,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,small,1,copper,core_integrated,deterministic_core_integrated_model,128,0,128,0.000000,11.961499,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,8.425487,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,small,1,next_line,core_integrated,deterministic_core_integrated_model,64,64,128,100.000000,27.783807,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,small,1,stride,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,8.425487,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,64,31,95,48.437500,20.920502,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,small,1,copper,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,8.425487,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,128,0,128,0.000000,15.560418,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,small,1,next_line,core_integrated,deterministic_core_integrated_model,128,64,192,50.000000,36.662211,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,small,1,stride,core_integrated,deterministic_core_integrated_model,128,2,130,1.562500,15.803550,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,128,54,182,42.187500,35.074195,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,small,1,copper,core_integrated,deterministic_core_integrated_model,128,0,128,0.000000,15.560418,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,19.207683,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,small,1,next_line,core_integrated,deterministic_core_integrated_model,64,22,86,34.375000,25.810324,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,small,1,stride,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,19.207683,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,64,18,82,28.125000,25.465839,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,small,1,copper,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,19.207683,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,18.853103,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,medium,1,next_line,core_integrated,deterministic_core_integrated_model,384,384,768,100.000000,15.483871,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,medium,1,stride,core_integrated,deterministic_core_integrated_model,384,17,401,4.427083,20.693570,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,384,95,479,24.739583,42.998205,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,medium,1,copper,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,18.853103,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,144,0,144,0.000000,17.852715,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,medium,1,next_line,core_integrated,deterministic_core_integrated_model,144,48,192,33.333333,23.662805,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,medium,1,stride,core_integrated,deterministic_core_integrated_model,144,0,144,0.000000,17.852715,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,144,47,191,32.638889,24.430801,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,medium,1,copper,core_integrated,deterministic_core_integrated_model,144,0,144,0.000000,17.852715,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,576,0,576,0.000000,30.667661,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,medium,1,next_line,core_integrated,deterministic_core_integrated_model,576,162,738,28.125000,35.412668,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,medium,1,stride,core_integrated,deterministic_core_integrated_model,576,42,618,7.291667,34.198439,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,576,60,636,10.416667,34.501465,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,medium,1,copper,core_integrated,deterministic_core_integrated_model,576,0,576,0.000000,30.667661,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,80,0,80,0.000000,11.350738,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,medium,1,next_line,core_integrated,deterministic_core_integrated_model,80,52,132,65.000000,18.581081,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,medium,1,stride,core_integrated,deterministic_core_integrated_model,80,14,94,17.500000,13.511571,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,80,37,117,46.250000,25.440313,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,medium,1,copper,core_integrated,deterministic_core_integrated_model,80,0,80,0.000000,11.350738,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,36.036036,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,medium,1,next_line,core_integrated,deterministic_core_integrated_model,192,18,210,9.375000,39.414414,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,medium,1,stride,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,36.036036,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,192,16,208,8.333333,39.664378,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,medium,1,copper,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,36.036036,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,9.017471,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,medium,1,next_line,core_integrated,deterministic_core_integrated_model,192,192,384,100.000000,18.892059,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,medium,1,stride,core_integrated,deterministic_core_integrated_model,192,190,382,98.958333,18.797362,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,9.017471,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,medium,1,copper,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,9.017471,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,144,0,144,0.000000,9.192467,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,medium,1,next_line,core_integrated,deterministic_core_integrated_model,144,144,288,100.000000,19.278399,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,medium,1,stride,core_integrated,deterministic_core_integrated_model,144,142,286,98.611111,19.149648,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,144,0,144,0.000000,9.192467,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,medium,1,copper,core_integrated,deterministic_core_integrated_model,144,0,144,0.000000,9.192467,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,96,0,96,0.000000,7.540649,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,medium,1,next_line,core_integrated,deterministic_core_integrated_model,96,8,104,8.333333,8.614263,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,medium,1,stride,core_integrated,deterministic_core_integrated_model,96,6,102,6.250000,8.321775,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,96,0,96,0.000000,7.540649,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,medium,1,copper,core_integrated,deterministic_core_integrated_model,96,0,96,0.000000,7.540649,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,96,0,96,0.000000,9.300523,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,medium,1,next_line,core_integrated,deterministic_core_integrated_model,96,89,185,92.708333,18.217627,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,medium,1,stride,core_integrated,deterministic_core_integrated_model,96,1,97,1.041667,9.397404,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,96,0,96,0.000000,9.300523,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,medium,1,copper,core_integrated,deterministic_core_integrated_model,96,0,96,0.000000,9.300523,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,37.899724,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,medium,1,next_line,core_integrated,deterministic_core_integrated_model,192,24,216,12.500000,42.637189,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,medium,1,stride,core_integrated,deterministic_core_integrated_model,192,4,196,2.083333,38.796516,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,192,23,215,11.979167,43.522267,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,medium,1,copper,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,37.899724,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,7.499121,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,medium,1,next_line,core_integrated,deterministic_core_integrated_model,384,384,768,100.000000,14.790278,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,medium,1,stride,core_integrated,deterministic_core_integrated_model,384,74,458,19.270833,9.593230,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,384,382,766,99.479167,54.203227,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,medium,1,copper,core_integrated,deterministic_core_integrated_model,384,191,575,49.739583,17.621280,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,8.390508,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
