benchmark,input,seed,config,evidence_level,simulator,cycles,instructions,ipc,cache_misses,memory_stalls,speedup_vs_no_prefetch,speedup_vs_best_baseline,status,log_path,notes
hash_table_chaining,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,6229,2688,0.43152994,24,2304,1.000000,0.954728,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
hash_table_chaining,small,1,next_line,core_integrated,deterministic_core_integrated_model,6229,2688,0.43152994,24,2304,1.000000,0.954728,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
hash_table_chaining,small,1,stride,core_integrated,deterministic_core_integrated_model,5947,2688,0.45199260,10,2112,1.047419,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
hash_table_chaining,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,6103,2688,0.44043913,4,2304,1.020646,0.974439,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
hash_table_chaining,small,1,copper,core_integrated,deterministic_core_integrated_model,6229,2688,0.43152994,24,2304,1.000000,0.954728,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
graph_adjacency_walk,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,4573,1280,0.27990378,27,2592,1.000000,0.803630,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
graph_adjacency_walk,small,1,next_line,core_integrated,deterministic_core_integrated_model,4579,1280,0.27953702,27,2592,0.998690,0.802577,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
graph_adjacency_walk,small,1,stride,core_integrated,deterministic_core_integrated_model,4482,1280,0.28558679,14,2592,1.020303,0.819946,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
graph_adjacency_walk,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,3675,1280,0.34829932,17,1728,1.244354,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
graph_adjacency_walk,small,1,copper,core_integrated,deterministic_core_integrated_model,4573,1280,0.27990378,27,2592,1.000000,0.803630,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
branchy_pointer_chains,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,3134,832,0.26547543,20,1920,1.000000,0.968730,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
branchy_pointer_chains,small,1,next_line,core_integrated,deterministic_core_integrated_model,3134,832,0.26547543,20,1920,1.000000,0.968730,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
branchy_pointer_chains,small,1,stride,core_integrated,deterministic_core_integrated_model,3134,832,0.26547543,20,1920,1.000000,0.968730,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
branchy_pointer_chains,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,3036,832,0.27404480,3,1920,1.032279,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
branchy_pointer_chains,small,1,copper,core_integrated,deterministic_core_integrated_model,3134,832,0.26547543,20,1920,1.000000,0.968730,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
array_scan,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,7062,640,0.09062589,64,6144,1.000000,0.953271,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
array_scan,small,1,next_line,core_integrated,deterministic_core_integrated_model,6736,640,0.09501188,1,6144,1.048397,0.999406,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
array_scan,small,1,stride,core_integrated,deterministic_core_integrated_model,6732,640,0.09506833,3,6144,1.049020,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
array_scan,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,7062,640,0.09062589,64,6144,1.000000,0.953271,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
array_scan,small,1,copper,core_integrated,deterministic_core_integrated_model,7062,640,0.09062589,64,6144,1.000000,0.953271,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
matrix_or_array_loop,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,3882,324,0.08346213,36,3456,1.000000,0.951056,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
matrix_or_array_loop,small,1,next_line,core_integrated,deterministic_core_integrated_model,3696,324,0.08766234,1,3456,1.050325,0.998918,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
matrix_or_array_loop,small,1,stride,core_integrated,deterministic_core_integrated_model,3692,324,0.08775731,3,3456,1.051463,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
matrix_or_array_loop,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,3882,324,0.08346213,36,3456,1.000000,0.951056,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
matrix_or_array_loop,small,1,copper,core_integrated,deterministic_core_integrated_model,3882,324,0.08346213,36,3456,1.000000,0.951056,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
compute_heavy_low_memory,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,4740,2112,0.44556962,8,768,1.000000,0.861181,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
compute_heavy_low_memory,small,1,next_line,core_integrated,deterministic_core_integrated_model,4082,2112,0.51739343,1,96,1.161195,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
compute_heavy_low_memory,small,1,stride,core_integrated,deterministic_core_integrated_model,4266,2112,0.49507736,3,288,1.111111,0.956868,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
compute_heavy_low_memory,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,4740,2112,0.44556962,8,768,1.000000,0.861181,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
compute_heavy_low_memory,small,1,copper,core_integrated,deterministic_core_integrated_model,4740,2112,0.44556962,8,768,1.000000,0.861181,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
random_non_pointer_access,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,3376,352,0.10426540,30,2880,1.000000,0.944313,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
random_non_pointer_access,small,1,next_line,core_integrated,deterministic_core_integrated_model,3188,352,0.11041405,28,2688,1.058971,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
random_non_pointer_access,small,1,stride,core_integrated,deterministic_core_integrated_model,3376,352,0.10426540,30,2880,1.000000,0.944313,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
random_non_pointer_access,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,3376,352,0.10426540,30,2880,1.000000,0.944313,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
random_non_pointer_access,small,1,copper,core_integrated,deterministic_core_integrated_model,3376,352,0.10426540,30,2880,1.000000,0.944313,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
short_pointer_chains,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,1657,704,0.42486421,8,768,1.000000,0.991551,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
short_pointer_chains,small,1,next_line,core_integrated,deterministic_core_integrated_model,1657,704,0.42486421,8,768,1.000000,0.991551,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
short_pointer_chains,small,1,stride,core_integrated,deterministic_core_integrated_model,1650,704,0.42666667,7,768,1.004242,0.995758,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
short_pointer_chains,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,1643,704,0.42848448,1,768,1.008521,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
short_pointer_chains,small,1,copper,core_integrated,deterministic_core_integrated_model,1657,704,0.42486421,8,768,1.000000,0.991551,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
long_pointer_chains,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,10701,2688,0.25119148,64,6144,1.000000,0.427717,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
long_pointer_chains,small,1,next_line,core_integrated,deterministic_core_integrated_model,10781,2688,0.24932752,64,6144,0.992580,0.424543,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
long_pointer_chains,small,1,stride,core_integrated,deterministic_core_integrated_model,10404,2688,0.25836217,61,5856,1.028547,0.439927,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
long_pointer_chains,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,4577,2688,0.58728425,1,96,2.337994,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
long_pointer_chains,small,1,copper,core_integrated,deterministic_core_integrated_model,10701,2688,0.25119148,64,6144,1.000000,0.427717,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
mixed_pointer_array,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,7596,896,0.11795682,64,6144,1.000000,0.597815,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
mixed_pointer_array,small,1,next_line,core_integrated,deterministic_core_integrated_model,4607,896,0.19448665,33,3168,1.648795,0.985674,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
mixed_pointer_array,small,1,stride,core_integrated,deterministic_core_integrated_model,7596,896,0.11795682,64,6144,1.000000,0.597815,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
mixed_pointer_array,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,4541,896,0.19731337,33,3168,1.672759,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
mixed_pointer_array,small,1,copper,core_integrated,deterministic_core_integrated_model,7596,896,0.11795682,64,6144,1.000000,0.597815,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
noisy_allocation_pattern,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,8226,1440,0.17505470,64,6144,1.000000,0.630805,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
noisy_allocation_pattern,small,1,next_line,core_integrated,deterministic_core_integrated_model,5237,1440,0.27496658,33,3168,1.570747,0.990834,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
noisy_allocation_pattern,small,1,stride,core_integrated,deterministic_core_integrated_model,8226,1440,0.17505470,64,6144,1.000000,0.630805,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
noisy_allocation_pattern,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,5189,1440,0.27751012,29,3168,1.585277,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
noisy_allocation_pattern,small,1,copper,core_integrated,deterministic_core_integrated_model,8226,1440,0.17505470,64,6144,1.000000,0.630805,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
patricia,small,1,no_prefetch,core_integrated,deterministic_core_integrated_model,3332,832,0.24969988,22,2112,1.000000,0.966387,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
patricia,small,1,next_line,core_integrated,deterministic_core_integrated_model,3332,832,0.24969988,22,2112,1.000000,0.966387,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
patricia,small,1,stride,core_integrated,deterministic_core_integrated_model,3332,832,0.24969988,22,2112,1.000000,0.966387,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
patricia,small,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,3220,832,0.25838509,4,2112,1.034783,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
patricia,small,1,copper,core_integrated,deterministic_core_integrated_model,3332,832,0.24969988,22,2112,1.000000,0.966387,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
linked_list,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,20368,6912,0.33935585,96,9216,1.000000,0.546936,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
linked_list,medium,1,next_line,core_integrated,deterministic_core_integrated_model,49600,6912,0.13935484,384,36864,0.410645,0.224597,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
linked_list,medium,1,stride,core_integrated,deterministic_core_integrated_model,19378,6912,0.35669316,86,8256,1.051089,0.574879,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
linked_list,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,11140,6912,0.62046679,1,96,1.828366,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
linked_list,medium,1,copper,core_integrated,deterministic_core_integrated_model,20368,6912,0.33935585,96,9216,1.000000,0.546936,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
tree_traversal,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,8066,2208,0.27374163,48,4608,1.000000,0.969254,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
tree_traversal,medium,1,next_line,core_integrated,deterministic_core_integrated_model,8114,2208,0.27212226,48,4608,0.994084,0.963520,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
tree_traversal,medium,1,stride,core_integrated,deterministic_core_integrated_model,8066,2208,0.27374163,48,4608,1.000000,0.969254,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
tree_traversal,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,7818,2208,0.28242517,1,4608,1.031722,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
tree_traversal,medium,1,copper,core_integrated,deterministic_core_integrated_model,8066,2208,0.27374163,48,4608,1.000000,0.969254,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
hash_table_chaining,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,18782,8064,0.42934725,72,6912,1.000000,0.962145,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
hash_table_chaining,medium,1,next_line,core_integrated,deterministic_core_integrated_model,20840,8064,0.38694818,90,8640,0.901248,0.867131,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
hash_table_chaining,medium,1,stride,core_integrated,deterministic_core_integrated_model,18071,8064,0.44623983,31,6432,1.039345,1.000000,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
hash_table_chaining,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,18434,8064,0.43745253,12,6912,1.018878,0.980308,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
hash_table_chaining,medium,1,copper,core_integrated,deterministic_core_integrated_model,18782,8064,0.42934725,72,6912,1.000000,0.962145,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5. COPPER is slower than the best baseline on this row; regression is retained."
graph_adjacency_walk,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,7048,1280,0.18161180,52,4992,1.000000,0.652526,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
graph_adjacency_walk,medium,1,next_line,core_integrated,deterministic_core_integrated_model,7104,1280,0.18018018,52,4992,0.992117,0.647382,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
graph_adjacency_walk,medium,1,stride,core_integrated,deterministic_core_integrated_model,6957,1280,0.18398735,39,4992,1.013080,0.661061,PASS,research/results/logs/core_integrated/core_integrated_eval.jsonl,"Deterministic core_integrated validation with fetch/issue width, ROB pressure, load-queue pressure, branch penalty, and memory-system timing. Not gem5."
