benchmark,input,seed,config,evidence_level,simulator,demand_loads,prefetch_loads,total_memory_requests,traffic_overhead_pct,bandwidth_pressure_metric,log_path,notes
tree_traversal,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,17.857143,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
tree_traversal,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,384,127,511,33.072917,23.623503,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
tree_traversal,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,17.857143,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
tree_traversal,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,17.857143,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
tree_traversal,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,384,384,768,100.000000,15.503876,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
tree_traversal,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,17.857143,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
tree_traversal,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,384,127,511,33.072917,23.623503,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
tree_traversal,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,17.857143,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,192,0,192,0.000000,13.888889,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,192,103,295,53.645833,20.240137,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,192,64,256,33.333333,18.433180,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,192,80,272,41.666667,19.562716,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,192,0,192,0.000000,13.888889,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,192,0,192,0.000000,15.325670,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,192,85,277,44.270833,21.234189,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,192,56,248,29.166667,19.707565,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,192,70,262,36.458333,20.796952,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,192,0,192,0.000000,15.325670,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,192,0,192,0.000000,13.888889,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,192,108,300,56.250000,19.700552,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,192,64,256,33.333333,18.433180,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,192,80,272,41.666667,19.562716,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
hash_table_chaining,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,192,0,192,0.000000,13.888889,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,17.316017,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,384,190,574,49.479167,21.953645,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,17.316017,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,384,92,476,23.958333,24.460432,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,17.316017,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,17.486339,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,384,188,572,48.958333,22.340259,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,17.486339,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,384,90,474,23.437500,24.360160,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,17.486339,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,16.904385,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,384,201,585,52.343750,21.060590,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,16.904385,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,384,99,483,25.781250,24.405033,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
graph_adjacency_walk,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,16.904385,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.403361,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,256,256,512,100.000000,16.666667,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,256,254,510,99.218750,16.602643,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.403361,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.403361,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.403361,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,256,256,512,100.000000,16.666667,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,256,254,510,99.218750,16.602643,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.403361,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.403361,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.403361,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,256,256,512,100.000000,16.666667,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,256,254,510,99.218750,16.602643,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.403361,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
array_scan,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.403361,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.474576,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,256,256,512,100.000000,16.806723,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,256,254,510,99.218750,16.742171,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.474576,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.474576,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.474576,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,256,256,512,100.000000,16.806723,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,256,254,510,99.218750,16.742171,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.474576,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.474576,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.474576,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,256,256,512,100.000000,16.806723,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,256,254,510,99.218750,16.742171,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.474576,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
matrix_or_array_loop,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.474576,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.904967,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,256,223,479,87.109375,17.513071,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.904967,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.904967,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.904967,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.838558,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,256,227,483,88.671875,16.986109,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.838558,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.838558,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,8.838558,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,9.006473,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,256,230,486,89.843750,17.556535,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,256,1,257,0.390625,9.075820,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,9.006473,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
random_non_pointer_access,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,256,0,256,0.000000,9.006473,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,1024,0,1024,0.000000,7.422441,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,1024,940,1964,91.796875,14.617011,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,1024,76,1100,7.421875,7.950275,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,1024,970,1994,94.726562,14.352552,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,1024,726,1750,70.898438,12.618433,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,1024,0,1024,0.000000,7.439914,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,1024,932,1956,91.015625,14.237880,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,1024,96,1120,9.375000,8.138115,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,1024,967,1991,94.433594,14.364768,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,1024,723,1747,70.605469,12.626573,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,1024,0,1024,0.000000,7.510635,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,1024,936,1960,91.406250,14.540922,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,1024,125,1149,12.207031,8.426410,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,1024,955,1979,93.261719,14.414218,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
long_pointer_chains,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,1024,714,1738,69.726562,12.681133,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,512,0,512,0.000000,8.354001,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,512,488,1000,95.312500,27.639580,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
