benchmark,config,metric,evidence_level,n,mean,median,std,min,max,ci95_low,ci95_high,notes
array_scan,copper,cache_misses,cycle_model,9,213.333333,192.000000,139.484766,64.000000,384.000000,122.203286,304.463381,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,simple_pointer_chase,cycles,cycle_model,9,18773.333333,16896.000000,12274.659425,5632.000000,33792.000000,10753.889176,26792.777491,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,simple_pointer_chase,ipc,cycle_model,9,0.113636,0.113636,0.000000,0.113636,0.113636,0.113636,0.113636,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,simple_pointer_chase,memory_stalls,cycle_model,9,17066.666667,15360.000000,11158.781295,5120.000000,30720.000000,9776.262887,24357.070446,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,simple_pointer_chase,speedup_vs_best_baseline,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,simple_pointer_chase,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,simple_pointer_chase,traffic_overhead_pct,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,stride,accuracy,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,stride,cache_misses,cycle_model,9,3.000000,3.000000,0.000000,3.000000,3.000000,3.000000,3.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,stride,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,stride,cycles,cycle_model,9,18773.333333,16896.000000,12274.659425,5632.000000,33792.000000,10753.889176,26792.777491,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,stride,ipc,cycle_model,9,0.113636,0.113636,0.000000,0.113636,0.113636,0.113636,0.113636,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,stride,lateness_rate,cycle_model,9,0.991997,0.994737,0.006201,0.983871,0.997382,0.987945,0.996048,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,stride,memory_stalls,cycle_model,9,17066.666667,15360.000000,11158.781295,5120.000000,30720.000000,9776.262887,24357.070446,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,stride,speedup_vs_best_baseline,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,stride,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
array_scan,stride,traffic_overhead_pct,cycle_model,9,98.437500,98.958333,1.193379,96.875000,99.479167,97.657826,99.217174,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,copper,cache_misses,cycle_model,9,31.777778,32.000000,16.437592,16.000000,66.000000,21.038551,42.517005,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,copper,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,copper,cycles,cycle_model,9,6255.111111,4824.000000,3516.535100,2520.000000,11928.000000,3957.641512,8552.580710,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,copper,ipc,cycle_model,9,0.417012,0.418511,0.107021,0.232143,0.534247,0.347092,0.486933,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,copper,memory_stalls,cycle_model,9,2542.222222,2560.000000,1315.007393,1280.000000,5280.000000,1683.084059,3401.360386,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,copper,speedup_vs_best_baseline,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,copper,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,copper,traffic_overhead_pct,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,next_line,accuracy,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,next_line,cache_misses,cycle_model,9,31.777778,32.000000,16.437592,16.000000,66.000000,21.038551,42.517005,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,next_line,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,next_line,cycles,cycle_model,9,6255.111111,4824.000000,3516.535100,2520.000000,11928.000000,3957.641512,8552.580710,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,next_line,ipc,cycle_model,9,0.417012,0.418511,0.107021,0.232143,0.534247,0.347092,0.486933,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,next_line,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,next_line,memory_stalls,cycle_model,9,2542.222222,2560.000000,1315.007393,1280.000000,5280.000000,1683.084059,3401.360386,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,next_line,speedup_vs_best_baseline,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,next_line,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,next_line,traffic_overhead_pct,cycle_model,9,21.325231,18.229167,13.884412,8.333333,50.000000,12.254082,30.396381,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,no_prefetch,cache_misses,cycle_model,9,31.777778,32.000000,16.437592,16.000000,66.000000,21.038551,42.517005,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,no_prefetch,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,no_prefetch,cycles,cycle_model,9,6255.111111,4824.000000,3516.535100,2520.000000,11928.000000,3957.641512,8552.580710,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,no_prefetch,ipc,cycle_model,9,0.417012,0.418511,0.107021,0.232143,0.534247,0.347092,0.486933,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,no_prefetch,memory_stalls,cycle_model,9,2542.222222,2560.000000,1315.007393,1280.000000,5280.000000,1683.084059,3401.360386,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,no_prefetch,speedup_vs_best_baseline,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,no_prefetch,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,no_prefetch,traffic_overhead_pct,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,simple_pointer_chase,accuracy,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,simple_pointer_chase,cache_misses,cycle_model,9,3.111111,3.000000,0.781736,2.000000,4.000000,2.600377,3.621845,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,simple_pointer_chase,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,simple_pointer_chase,cycles,cycle_model,9,6255.111111,4824.000000,3516.535100,2520.000000,11928.000000,3957.641512,8552.580710,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,simple_pointer_chase,ipc,cycle_model,9,0.417012,0.418511,0.107021,0.232143,0.534247,0.347092,0.486933,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,simple_pointer_chase,lateness_rate,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,simple_pointer_chase,memory_stalls,cycle_model,9,2542.222222,2560.000000,1315.007393,1280.000000,5280.000000,1683.084059,3401.360386,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,simple_pointer_chase,speedup_vs_best_baseline,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,simple_pointer_chase,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,simple_pointer_chase,traffic_overhead_pct,cycle_model,9,18.171296,16.406250,12.848322,6.250000,46.875000,9.777059,26.565533,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,stride,cache_misses,cycle_model,9,31.777778,32.000000,16.437592,16.000000,66.000000,21.038551,42.517005,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,stride,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,stride,cycles,cycle_model,9,6255.111111,4824.000000,3516.535100,2520.000000,11928.000000,3957.641512,8552.580710,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,stride,ipc,cycle_model,9,0.417012,0.418511,0.107021,0.232143,0.534247,0.347092,0.486933,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,stride,memory_stalls,cycle_model,9,2542.222222,2560.000000,1315.007393,1280.000000,5280.000000,1683.084059,3401.360386,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,stride,speedup_vs_best_baseline,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,stride,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
branchy_pointer_chains,stride,traffic_overhead_pct,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,copper,cache_misses,cycle_model,9,8.000000,8.000000,0.000000,8.000000,8.000000,8.000000,8.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,copper,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,copper,cycles,cycle_model,9,13834.666667,12512.000000,8648.055504,4576.000000,24416.000000,8184.603737,19484.729596,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,copper,ipc,cycle_model,9,0.495645,0.506394,0.026157,0.461538,0.519004,0.478557,0.512734,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,copper,memory_stalls,cycle_model,9,640.000000,640.000000,0.000000,640.000000,640.000000,640.000000,640.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,copper,speedup_vs_best_baseline,cycle_model,9,0.939811,0.957481,0.043000,0.883741,0.978211,0.911718,0.967904,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,copper,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,copper,traffic_overhead_pct,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,next_line,accuracy,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,next_line,cache_misses,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,next_line,coverage,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,next_line,cycles,cycle_model,9,13302.666667,11980.000000,8648.055504,4044.000000,23884.000000,7652.603737,18952.729596,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,next_line,ipc,cycle_model,9,0.527234,0.528881,0.003804,0.522255,0.530564,0.524748,0.529719,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,next_line,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,next_line,memory_stalls,cycle_model,9,80.000000,80.000000,0.000000,80.000000,80.000000,80.000000,80.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,next_line,speedup_vs_best_baseline,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,next_line,speedup_vs_no_prefetch,cycle_model,9,1.066078,1.044407,0.050033,1.022274,1.131553,1.033390,1.098766,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,next_line,traffic_overhead_pct,cycle_model,9,12.500000,8.333333,9.547033,4.166667,25.000000,6.262605,18.737395,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,no_prefetch,cache_misses,cycle_model,9,8.000000,8.000000,0.000000,8.000000,8.000000,8.000000,8.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,no_prefetch,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,no_prefetch,cycles,cycle_model,9,13834.666667,12512.000000,8648.055504,4576.000000,24416.000000,8184.603737,19484.729596,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,no_prefetch,ipc,cycle_model,9,0.495645,0.506394,0.026157,0.461538,0.519004,0.478557,0.512734,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,no_prefetch,memory_stalls,cycle_model,9,640.000000,640.000000,0.000000,640.000000,640.000000,640.000000,640.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,no_prefetch,speedup_vs_best_baseline,cycle_model,9,0.939811,0.957481,0.043000,0.883741,0.978211,0.911718,0.967904,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,no_prefetch,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,no_prefetch,traffic_overhead_pct,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,simple_pointer_chase,cache_misses,cycle_model,9,8.000000,8.000000,0.000000,8.000000,8.000000,8.000000,8.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,simple_pointer_chase,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,simple_pointer_chase,cycles,cycle_model,9,13834.666667,12512.000000,8648.055504,4576.000000,24416.000000,8184.603737,19484.729596,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,simple_pointer_chase,ipc,cycle_model,9,0.495645,0.506394,0.026157,0.461538,0.519004,0.478557,0.512734,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,simple_pointer_chase,memory_stalls,cycle_model,9,640.000000,640.000000,0.000000,640.000000,640.000000,640.000000,640.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,simple_pointer_chase,speedup_vs_best_baseline,cycle_model,9,0.939811,0.957481,0.043000,0.883741,0.978211,0.911718,0.967904,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,simple_pointer_chase,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,simple_pointer_chase,traffic_overhead_pct,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,stride,accuracy,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,stride,cache_misses,cycle_model,9,3.000000,3.000000,0.000000,3.000000,3.000000,3.000000,3.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,stride,coverage,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,stride,cycles,cycle_model,9,13454.666667,12132.000000,8648.055504,4196.000000,24036.000000,7804.603737,19104.729596,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,stride,ipc,cycle_model,9,0.517600,0.522255,0.010911,0.503337,0.527209,0.510472,0.524729,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,stride,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,stride,memory_stalls,cycle_model,9,240.000000,240.000000,0.000000,240.000000,240.000000,240.000000,240.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,stride,speedup_vs_best_baseline,cycle_model,9,0.981641,0.987471,0.013666,0.963775,0.993676,0.972712,0.990569,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,stride,speedup_vs_no_prefetch,cycle_model,9,1.045898,1.031322,0.034165,1.015810,1.090562,1.023577,1.068219,Cycle-model summary across seeds and input sizes; regressions are retained.
compute_heavy_low_memory,stride,traffic_overhead_pct,cycle_model,9,9.375000,6.250000,7.160275,3.125000,18.750000,4.696954,14.053046,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,copper,cache_misses,cycle_model,9,46.444444,49.000000,16.470512,24.000000,66.000000,35.683710,57.205179,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,copper,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,copper,cycles,cycle_model,9,5449.777778,5644.000000,1251.758940,3744.000000,6936.000000,4631.961937,6267.593619,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,copper,ipc,cycle_model,9,0.247427,0.226790,0.062144,0.184544,0.341880,0.206826,0.288028,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,copper,memory_stalls,cycle_model,9,3715.555556,3920.000000,1317.640990,1920.000000,5280.000000,2854.696776,4576.414336,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,copper,speedup_vs_best_baseline,cycle_model,9,0.722261,0.715812,0.028394,0.676431,0.757619,0.703711,0.740812,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,copper,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,copper,traffic_overhead_pct,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,next_line,accuracy,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,next_line,cache_misses,cycle_model,9,46.444444,49.000000,16.470512,24.000000,66.000000,35.683710,57.205179,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,next_line,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,next_line,cycles,cycle_model,9,5449.777778,5644.000000,1251.758940,3744.000000,6936.000000,4631.961937,6267.593619,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,next_line,ipc,cycle_model,9,0.247427,0.226790,0.062144,0.184544,0.341880,0.206826,0.288028,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,next_line,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,next_line,memory_stalls,cycle_model,9,3715.555556,3920.000000,1317.640990,1920.000000,5280.000000,2854.696776,4576.414336,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,next_line,speedup_vs_best_baseline,cycle_model,9,0.722261,0.715812,0.028394,0.676431,0.757619,0.703711,0.740812,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,next_line,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
